Unique.code,Diet,Parasites,Clone,Rep,Block,Week,Infection,InfectionStatus,lifespan.days,WeeklyOffspring,CumulativeWeeklyOffspring,WeeklyLength,Clearance,Clearance_rel,metabolic.rate
M Uninf STD 6,M,Uninfected,Standard,6,2,5.5,Uninfected,NA,6,0,0,NA,NA,NA,NA
M Uninf STD 7,M,Uninfected,Standard,7,2,1,Uninfected,0,13,0,0,909.4,0,0,NA
M Uninf STD 7,M,Uninfected,Standard,7,2,2,Uninfected,0,13,1,1,NA,NA,NA,NA
M Uninf STD 7,M,Uninfected,Standard,7,2,3,Uninfected,0,13,0,1,NA,NA,NA,NA
M Uninf STD 7,M,Uninfected,Standard,7,2,4,Uninfected,0,13,0,1,NA,NA,NA,NA
M Uninf STD 7,M,Uninfected,Standard,7,2,5,Uninfected,0,13,0,1,NA,NA,NA,NA
M Uninf STD 7,M,Uninfected,Standard,7,2,5.5,Uninfected,0,13,0,1,NA,NA,NA,NA
M Uninf STD 8,M,Uninfected,Standard,8,2,1,Uninfected,0,27,0,0,895.12,0.132504635009589,0.165374501651311,0.000360657407163749
M Uninf STD 8,M,Uninfected,Standard,8,2,2,Uninfected,0,27,1,1,1116.32,-0.193520836024516,-0.155292442325191,0.00016199104462192
M Uninf STD 8,M,Uninfected,Standard,8,2,3,Uninfected,0,27,5,6,1229.35,-0.158770206540848,-0.105055288228479,0.00278296433613637
M Uninf STD 8,M,Uninfected,Standard,8,2,4,Uninfected,0,27,1,7,NA,NA,NA,NA
M Uninf STD 8,M,Uninfected,Standard,8,2,5,Uninfected,0,27,0,7,NA,NA,NA,NA
M Uninf STD 8,M,Uninfected,Standard,8,2,5.5,Uninfected,0,27,0,7,NA,NA,NA,NA
M Uninf STD 9,M,Uninfected,Standard,9,2,1,Uninfected,0,28,0,0,985.28,-0.0823358699547346,-0.0848144292984435,0.000303982005450471
M Uninf STD 9,M,Uninfected,Standard,9,2,2,Uninfected,0,28,0,0,1144.41,-0.137875555830039,-0.105274694092872,-0.000410031469812212
M Uninf STD 9,M,Uninfected,Standard,9,2,3,Uninfected,0,28,1,1,1204.31,-0.280258685481377,-0.19323353353131,0.00116296463086485
M Uninf STD 9,M,Uninfected,Standard,9,2,4,Uninfected,0,28,4,5,NA,NA,NA,0.00302160447911178
M Uninf STD 9,M,Uninfected,Standard,9,2,5,Uninfected,0,28,0,5,NA,NA,NA,NA
M Uninf STD 9,M,Uninfected,Standard,9,2,5.5,Uninfected,0,28,0,5,NA,NA,NA,NA
M+ Past MID 1,M+,Pasteuria,Mid37,1,1,1,Exposed,0,15,0,0,924.27,0.114862457389879,0.134456062703784,4.79274341705635e-06
M+ Past MID 1,M+,Pasteuria,Mid37,1,1,2,Exposed,0,15,0,0,1077.06,0.0201092023416748,0.0173346488873439,-0.00166212337773911
M+ Past MID 1,M+,Pasteuria,Mid37,1,1,3,Exposed,0,15,1,1,NA,NA,NA,NA
M+ Past MID 1,M+,Pasteuria,Mid37,1,1,4,Exposed,0,15,0,1,NA,NA,NA,NA
M+ Past MID 1,M+,Pasteuria,Mid37,1,1,5,Exposed,0,15,0,1,NA,NA,NA,NA
M+ Past MID 1,M+,Pasteuria,Mid37,1,1,5.5,Exposed,0,15,0,1,NA,NA,NA,NA
M+ Past MID 10,M+,Pasteuria,Mid37,10,2,1,Infected,1,37,0,0,888.6,0.0594084585892948,0.0752377269776268,0.00100673177875107
M+ Past MID 10,M+,Pasteuria,Mid37,10,2,2,Infected,1,37,0,0,1068.59,-0.0946564725598332,-0.0828949558880847,0.00269536759785352
M+ Past MID 10,M+,Pasteuria,Mid37,10,2,3,Infected,1,37,0,0,1160.04,0.0212490268716913,0.015790399448096,0.0030448093104054
M+ Past MID 10,M+,Pasteuria,Mid37,10,2,4,Infected,1,37,0,0,1293.03,-0.0438621805289559,-0.026234513542661,0.00300390313547881
M+ Past MID 10,M+,Pasteuria,Mid37,10,2,5,Infected,1,37,1,1,1402.62,-0.228493638760478,-0.116143272682753,0.00173366424776326
M+ Past MID 10,M+,Pasteuria,Mid37,10,2,5.5,Infected,1,37,0,1,1374.29,NA,NA,NA
M+ Past MID 2,M+,Pasteuria,Mid37,2,1,1,Exposed,0,20,0,0,747.93,0.0998989298388863,0.178582512590706,0.000198470065459158
M+ Past MID 2,M+,Pasteuria,Mid37,2,1,2,Exposed,0,20,0,0,1018.36,0.284137491107462,0.273984425695461,0.00131838144696587
M+ Past MID 2,M+,Pasteuria,Mid37,2,1,3,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 2,M+,Pasteuria,Mid37,2,1,4,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 2,M+,Pasteuria,Mid37,2,1,5,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 2,M+,Pasteuria,Mid37,2,1,5.5,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 3,M+,Pasteuria,Mid37,3,1,1,Infected,1,37,0,0,941.83,0.0137799454316259,0.0155346852381453,-1.41738607683482e-05
M+ Past MID 3,M+,Pasteuria,Mid37,3,1,2,Infected,1,37,0,0,1150,0.082042182055203,0.0620356764122518,-0.000887754378052511
M+ Past MID 3,M+,Pasteuria,Mid37,3,1,3,Infected,1,37,1,1,1348.53,0.196305059427306,0.107946923184042,0.00316269280695303
M+ Past MID 3,M+,Pasteuria,Mid37,3,1,4,Infected,1,37,0,1,1466.57,-0.479470120752968,-0.222923552114351,0.00458991986881849
M+ Past MID 3,M+,Pasteuria,Mid37,3,1,5,Infected,1,37,0,1,1534.87,0.140986556313576,0.0598459144634499,0.00356934777681979
M+ Past MID 3,M+,Pasteuria,Mid37,3,1,5.5,Infected,1,37,0,1,1557.17,NA,NA,NA
M+ Past MID 4,M+,Pasteuria,Mid37,4,1,1,Exposed,NA,5,0,0,NA,NA,NA,NA
M+ Past MID 4,M+,Pasteuria,Mid37,4,1,2,Exposed,NA,5,0,0,NA,NA,NA,NA
M+ Past MID 4,M+,Pasteuria,Mid37,4,1,3,Exposed,NA,5,0,0,NA,NA,NA,NA
M+ Past MID 4,M+,Pasteuria,Mid37,4,1,4,Exposed,NA,5,0,0,NA,NA,NA,NA
M+ Past MID 4,M+,Pasteuria,Mid37,4,1,5,Exposed,NA,5,0,0,NA,NA,NA,NA
M+ Past MID 4,M+,Pasteuria,Mid37,4,1,5.5,Exposed,NA,5,0,0,NA,NA,NA,NA
M+ Past MID 5,M+,Pasteuria,Mid37,5,1,1,Exposed,0,20,0,0,880.89,-0.0271013863228172,-0.0349259435176283,-0.000302680945159643
M+ Past MID 5,M+,Pasteuria,Mid37,5,1,2,Exposed,0,20,0,0,1076.17,0.082042182055203,0.0708394923439962,-0.00149970929546248
M+ Past MID 5,M+,Pasteuria,Mid37,5,1,3,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 5,M+,Pasteuria,Mid37,5,1,4,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 5,M+,Pasteuria,Mid37,5,1,5,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 5,M+,Pasteuria,Mid37,5,1,5.5,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 6,M+,Pasteuria,Mid37,6,2,1,Exposed,0,18,0,0,929.02,-0.019302479089811,-0.0223646941557009,0.000348892969714734
M+ Past MID 6,M+,Pasteuria,Mid37,6,2,2,Exposed,0,18,0,0,1166.77,0.18655929627403,0.137039696094386,0.000641270430297629
M+ Past MID 6,M+,Pasteuria,Mid37,6,2,3,Exposed,0,18,0,0,NA,NA,NA,NA
M+ Past MID 6,M+,Pasteuria,Mid37,6,2,4,Exposed,0,18,0,0,NA,NA,NA,NA
M+ Past MID 6,M+,Pasteuria,Mid37,6,2,5,Exposed,0,18,0,0,NA,NA,NA,NA
M+ Past MID 6,M+,Pasteuria,Mid37,6,2,5.5,Exposed,0,18,0,0,NA,NA,NA,NA
M+ Past MID 7,M+,Pasteuria,Mid37,7,2,1,Exposed,0,20,0,0,916.21,-0.299079804093322,-0.356284584790182,0.000958821781646273
M+ Past MID 7,M+,Pasteuria,Mid37,7,2,2,Exposed,0,20,0,0,1087.83,-0.130950298899464,-0.110658411329608,0.00360725765712289
M+ Past MID 7,M+,Pasteuria,Mid37,7,2,3,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 7,M+,Pasteuria,Mid37,7,2,4,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 7,M+,Pasteuria,Mid37,7,2,5,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 7,M+,Pasteuria,Mid37,7,2,5.5,Exposed,0,20,0,0,NA,NA,NA,NA
M+ Past MID 8,M+,Pasteuria,Mid37,8,2,1,Exposed,0,23,0,0,927.56,0.0195483771520662,0.0227209604433253,-0.000140571382288097
M+ Past MID 8,M+,Pasteuria,Mid37,8,2,2,Exposed,0,23,0,0,1053.75,0.0801435561913286,0.0721761037621249,-0.000325920494793118
M+ Past MID 8,M+,Pasteuria,Mid37,8,2,3,Exposed,0,23,0,0,1148.2,0.326629339959208,0.247753676717509,-0.00039174688705298
M+ Past MID 8,M+,Pasteuria,Mid37,8,2,4,Exposed,0,23,0,0,NA,NA,NA,NA
M+ Past MID 8,M+,Pasteuria,Mid37,8,2,5,Exposed,0,23,0,0,NA,NA,NA,NA
M+ Past MID 8,M+,Pasteuria,Mid37,8,2,5.5,Exposed,0,23,0,0,NA,NA,NA,NA
M+ Past MID 9,M+,Pasteuria,Mid37,9,2,1,Exposed,0,24,0,0,859.46,-0.200043710276077,-0.270815528351815,-0.000996773317308374
M+ Past MID 9,M+,Pasteuria,Mid37,9,2,2,Exposed,0,24,0,0,1072.72,0.0395513068586187,0.0343706766842177,0.00043543175264568
M+ Past MID 9,M+,Pasteuria,Mid37,9,2,3,Exposed,0,24,0,0,1133.65,0.202204365072779,0.157337607501156,0.0024913880285652
M+ Past MID 9,M+,Pasteuria,Mid37,9,2,4,Exposed,0,24,0,0,NA,NA,NA,NA
M+ Past MID 9,M+,Pasteuria,Mid37,9,2,5,Exposed,0,24,0,0,NA,NA,NA,NA
M+ Past MID 9,M+,Pasteuria,Mid37,9,2,5.5,Exposed,0,24,0,0,NA,NA,NA,NA
M+ Past STD 1,M+,Pasteuria,Standard,1,1,1,Infected,1,19,0,0,937.17,0.145351850323315,0.16549459294474,0.00083624530226945
M+ Past STD 1,M+,Pasteuria,Standard,1,1,2,Infected,1,19,0,0,1134.33,0.040481277511575,0.0314612064954479,-0.00123602667209075
M+ Past STD 1,M+,Pasteuria,Standard,1,1,3,Infected,1,19,1,1,NA,NA,NA,NA
M+ Past STD 1,M+,Pasteuria,Standard,1,1,4,Infected,1,19,0,1,NA,NA,NA,NA
M+ Past STD 1,M+,Pasteuria,Standard,1,1,5,Infected,1,19,0,1,NA,NA,NA,NA
M+ Past STD 1,M+,Pasteuria,Standard,1,1,5.5,Infected,1,19,0,1,NA,NA,NA,NA
M+ Past STD 10,M+,Pasteuria,Standard,10,2,1,Exposed,0,9,0,0,909.61,0.100331599891844,0.12126271431277,-0.000939891711867647
M+ Past STD 10,M+,Pasteuria,Standard,10,2,2,Exposed,0,9,0,0,NA,NA,NA,NA
M+ Past STD 10,M+,Pasteuria,Standard,10,2,3,Exposed,0,9,0,0,NA,NA,NA,NA
M+ Past STD 10,M+,Pasteuria,Standard,10,2,4,Exposed,0,9,0,0,NA,NA,NA,NA
M+ Past STD 10,M+,Pasteuria,Standard,10,2,5,Exposed,0,9,0,0,NA,NA,NA,NA
M+ Past STD 10,M+,Pasteuria,Standard,10,2,5.5,Exposed,0,9,0,0,NA,NA,NA,NA
M+ Past STD 2,M+,Pasteuria,Standard,2,1,1,Exposed,0,37,0,0,996.53,0.258500305751322,0.260303678992965,0.000457348229150801
M+ Past STD 2,M+,Pasteuria,Standard,2,1,2,Exposed,0,37,1,1,1133.14,0.103245795648625,0.0804091061680557,0.000898594210726998
M+ Past STD 2,M+,Pasteuria,Standard,2,1,3,Exposed,0,37,2,3,1290.91,-0.0606127402847911,-0.0363724025227821,0.005392119644729
M+ Past STD 2,M+,Pasteuria,Standard,2,1,4,Exposed,0,37,8,11,1332.55,-0.597723014040109,-0.336614601369537,0.000199637624346525
M+ Past STD 2,M+,Pasteuria,Standard,2,1,5,Exposed,0,37,7,18,1454.08,0.0456650368883433,0.0215976853988083,0.00251056580213184
M+ Past STD 2,M+,Pasteuria,Standard,2,1,5.5,Exposed,0,37,2,20,1492.24,NA,NA,NA
M+ Past STD 3,M+,Pasteuria,Standard,3,1,1,Exposed,0,13,0,0,1046.13,0.0277173793628731,0.0253268310214685,0.000616672381989168
M+ Past STD 3,M+,Pasteuria,Standard,3,1,2,Exposed,0,13,0,0,1163.54,0.082042182055203,0.0606002710543483,NA
M+ Past STD 3,M+,Pasteuria,Standard,3,1,3,Exposed,0,13,0,0,NA,NA,NA,NA
M+ Past STD 3,M+,Pasteuria,Standard,3,1,4,Exposed,0,13,0,0,NA,NA,NA,NA
M+ Past STD 3,M+,Pasteuria,Standard,3,1,5,Exposed,0,13,0,0,NA,NA,NA,NA
M+ Past STD 3,M+,Pasteuria,Standard,3,1,5.5,Exposed,0,13,0,0,NA,NA,NA,NA
M+ Past STD 4,M+,Pasteuria,Standard,4,1,1,Infected,1,29,0,0,874.15,0.0998989298388863,0.130734109219208,0.00133738482798579
M+ Past STD 4,M+,Pasteuria,Standard,4,1,2,Infected,1,29,0,0,1061.72,0.040481277511575,0.0359115551585086,-0.000867543034987547
M+ Past STD 4,M+,Pasteuria,Standard,4,1,3,Infected,1,29,1,1,1302.36,0.150640102447115,0.0888134016328839,0.00076473832797943
M+ Past STD 4,M+,Pasteuria,Standard,4,1,4,Infected,1,29,0,1,1397.81,-0.0323634764285026,-0.0165637581387598,-8.09019495160146e-06
M+ Past STD 4,M+,Pasteuria,Standard,4,1,5,Infected,1,29,0,1,NA,NA,NA,NA
M+ Past STD 4,M+,Pasteuria,Standard,4,1,5.5,Infected,1,29,0,1,NA,NA,NA,NA
M+ Past STD 5,M+,Pasteuria,Standard,5,1,1,Exposed,0,21,0,0,914.57,0.0851167828482217,0.10176098390618,0.000348211711455547
M+ Past STD 5,M+,Pasteuria,Standard,5,1,2,Exposed,0,21,0,0,1129.81,0.040481277511575,0.031713442022652,-6.90292636065332e-05
M+ Past STD 5,M+,Pasteuria,Standard,5,1,3,Exposed,0,21,2,2,1169.05,0.219615462718539,0.1606929199022,NA
M+ Past STD 5,M+,Pasteuria,Standard,5,1,4,Exposed,0,21,0,2,NA,NA,NA,NA
M+ Past STD 5,M+,Pasteuria,Standard,5,1,5,Exposed,0,21,0,2,NA,NA,NA,NA
M+ Past STD 5,M+,Pasteuria,Standard,5,1,5.5,Exposed,0,21,0,2,NA,NA,NA,NA
M+ Past STD 6,M+,Pasteuria,Standard,6,2,1,Infected,1,18,0,0,924.09,0.0594084585892948,0.0695696379420342,-0.000182785589461826
M+ Past STD 6,M+,Pasteuria,Standard,6,2,2,Infected,1,18,1,1,1097.22,-0.1129101347403,-0.0937876156773338,6.56848151678077e-05
M+ Past STD 6,M+,Pasteuria,Standard,6,2,3,Infected,1,18,1,2,NA,NA,NA,NA
M+ Past STD 6,M+,Pasteuria,Standard,6,2,4,Infected,1,18,0,2,NA,NA,NA,NA
M+ Past STD 6,M+,Pasteuria,Standard,6,2,5,Infected,1,18,0,2,NA,NA,NA,NA
M+ Past STD 6,M+,Pasteuria,Standard,6,2,5.5,Infected,1,18,0,2,NA,NA,NA,NA
M+ Past STD 7,M+,Pasteuria,Standard,7,2,1,Exposed,0,37,0,0,979.45,-0.0571939562105853,-0.0596191249401139,0.00112697204333831
M+ Past STD 7,M+,Pasteuria,Standard,7,2,2,Exposed,0,37,1,1,1165.28,0.0597139005357693,0.0439759120286248,-1.74065602464849e-05
M+ Past STD 7,M+,Pasteuria,Standard,7,2,3,Exposed,0,37,6,7,1346.74,0.0212490268716913,0.0117157886048153,0.00403919780637883
M+ Past STD 7,M+,Pasteuria,Standard,7,2,4,Exposed,0,37,6,13,1508.49,-0.247366675197123,-0.10870670217896,0.00266953265921559
M+ Past STD 7,M+,Pasteuria,Standard,7,2,5,Exposed,0,37,6,19,1583.55,-0.27520759915948,-0.109748062128892,0.0022062256421071
M+ Past STD 7,M+,Pasteuria,Standard,7,2,5.5,Exposed,0,37,5,24,1595.57,NA,NA,NA
M+ Past STD 8,M+,Pasteuria,Standard,8,2,1,Exposed,0,15,0,0,952.87,0.230087182543604,0.253410799043775,0.0003415442315531
M+ Past STD 8,M+,Pasteuria,Standard,8,2,2,Exposed,0,15,1,1,1103.24,-0.0194017206275478,-0.015940437892487,-2.29369535103787e-06
M+ Past STD 8,M+,Pasteuria,Standard,8,2,3,Exposed,0,15,0,1,NA,NA,NA,NA
M+ Past STD 8,M+,Pasteuria,Standard,8,2,4,Exposed,0,15,0,1,NA,NA,NA,NA
M+ Past STD 8,M+,Pasteuria,Standard,8,2,5,Exposed,0,15,0,1,NA,NA,NA,NA
M+ Past STD 8,M+,Pasteuria,Standard,8,2,5.5,Exposed,0,15,0,1,NA,NA,NA,NA
M+ Past STD 9,M+,Pasteuria,Standard,9,2,1,Exposed,0,9,0,0,906.15,0.207684932792474,0.252932595575746,-0.00153220169239937
M+ Past STD 9,M+,Pasteuria,Standard,9,2,2,Exposed,0,9,0,0,NA,NA,NA,NA
M+ Past STD 9,M+,Pasteuria,Standard,9,2,3,Exposed,0,9,0,0,NA,NA,NA,NA
M+ Past STD 9,M+,Pasteuria,Standard,9,2,4,Exposed,0,9,0,0,NA,NA,NA,NA
M+ Past STD 9,M+,Pasteuria,Standard,9,2,5,Exposed,0,9,0,0,NA,NA,NA,NA
M+ Past STD 9,M+,Pasteuria,Standard,9,2,5.5,Exposed,0,9,0,0,NA,NA,NA,NA
M+ Uninf MID 1,M+,Uninfected,Mid37,1,1,1,Uninfected,0,37,0,0,929.39,0.101495093639716,0.117503027924989,-0.000394129847312187
M+ Uninf MID 1,M+,Uninfected,Mid37,1,1,2,Uninfected,0,37,0,0,1068.17,0.142025641521199,0.12447610970739,-0.000764776494108435
M+ Uninf MID 1,M+,Uninfected,Mid37,1,1,3,Uninfected,0,37,0,0,1202.01,-0.278423474438611,-0.192703537522251,0.00300966121335099
M+ Uninf MID 1,M+,Uninfected,Mid37,1,1,4,Uninfected,0,37,1,1,1255.38,-0.479470120752968,-0.304236374766739,0.0046038790394899
M+ Uninf MID 1,M+,Uninfected,Mid37,1,1,5,Uninfected,0,37,3,4,1337.89,0.116632990639372,0.0651599281033049,0.00255971899247203
M+ Uninf MID 1,M+,Uninfected,Mid37,1,1,5.5,Uninfected,0,37,0,4,1322.51,NA,NA,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,1,Uninfected,0,37,0,0,943.4,0.218162780814287,0.245125739513095,0.000234013703266812
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,2,Uninfected,0,37,0,0,1096.1,-0.269631011073815,-0.224424096138996,0.000485297145504255
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,3,Uninfected,0,37,0,0,1237.35,-0.142944702929042,-0.0933647505304158,0.000497534423216265
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,4,Uninfected,0,37,2,2,1287.62,-0.0438621805289559,-0.0264554279096005,0.00155126646861389
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,5,Uninfected,0,37,4,6,1375.56,-0.180405543055366,-0.0953434363047959,0.00147198855482064
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,5.5,Uninfected,0,37,1,7,1395.36,NA,NA,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,1,1,Uninfected,0,23,0,0,860.32,0.101495093639716,0.137127642703219,-0.00062641336191525
M+ Uninf MID 2,M+,Uninfected,Mid37,2,1,2,Uninfected,0,23,0,0,1036.31,0.218035643961755,0.203024345430858,2.14963275402682e-06
M+ Uninf MID 2,M+,Uninfected,Mid37,2,1,3,Uninfected,0,23,0,0,1124.49,0,0,-0.000263194666239912
M+ Uninf MID 2,M+,Uninfected,Mid37,2,1,4,Uninfected,0,23,2,2,NA,NA,NA,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,1,5,Uninfected,0,23,0,2,NA,NA,NA,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,1,5.5,Uninfected,0,23,0,2,NA,NA,NA,NA
M+ Uninf MID 3,M+,Uninfected,Mid37,3,1,1,Uninfected,0,36,0,0,778.73,0.163507827703497,0.269627842706641,3.62558478551841e-06
M+ Uninf MID 3,M+,Uninfected,Mid37,3,1,2,Uninfected,0,36,0,0,1009.48,0,0,-0.000578919116101139
M+ Uninf MID 3,M+,Uninfected,Mid37,3,1,3,Uninfected,0,36,0,0,1157.99,-0.235130997099843,-0.175347778267614,-0.000376057208573002
M+ Uninf MID 3,M+,Uninfected,Mid37,3,1,4,Uninfected,0,36,0,0,1278.74,-0.185376058517041,-0.113367649673674,0.000413244985395268
M+ Uninf MID 3,M+,Uninfected,Mid37,3,1,5,Uninfected,0,36,2,2,1297.55,-0.108903099519782,-0.0646832803278582,0.00132066324043754
M+ Uninf MID 3,M+,Uninfected,Mid37,3,1,5.5,Uninfected,0,36,2,4,NA,NA,NA,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,1,1,Uninfected,0,23,0,0,905.74,0.0424721118219064,0.0517722166776624,-0.000280967317454464
M+ Uninf MID 4,M+,Uninfected,Mid37,4,1,2,Uninfected,0,23,0,0,1078.63,-0.10946937787402,-0.094090907998752,0.000321473680716779
M+ Uninf MID 4,M+,Uninfected,Mid37,4,1,3,Uninfected,0,23,0,0,1196.03,0.0254457868846473,0.0177881891618828,0.000808693525651253
M+ Uninf MID 4,M+,Uninfected,Mid37,4,1,4,Uninfected,0,23,2,2,NA,NA,NA,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,1,5,Uninfected,0,23,0,2,NA,NA,NA,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,1,5.5,Uninfected,0,23,0,2,NA,NA,NA,NA
M+ Uninf MID 5,M+,Uninfected,Mid37,5,1,1,Uninfected,0,37,0,0,923.31,0.195733103194159,0.229598582798265,0.0010643952513518
M+ Uninf MID 5,M+,Uninfected,Mid37,5,1,2,Uninfected,0,37,0,0,1053.59,0.0228171072256674,0.0205549915911785,0.000456226881589387
M+ Uninf MID 5,M+,Uninfected,Mid37,5,1,3,Uninfected,0,37,0,0,1191.64,-0.190683918629574,-0.134283892782507,0.00130881856560549
M+ Uninf MID 5,M+,Uninfected,Mid37,5,1,4,Uninfected,0,37,2,2,1278.9,-0.185376058517041,-0.113339285158393,0.00293891996720668
M+ Uninf MID 5,M+,Uninfected,Mid37,5,1,5,Uninfected,0,37,1,3,1321.58,-0.230724423608092,-0.132101167035583,0.00224683812864993
M+ Uninf MID 5,M+,Uninfected,Mid37,5,1,5.5,Uninfected,0,37,0,3,1357.26,NA,NA,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,2,1,Uninfected,0,22,0,0,876.46,-0.529013650786971,-0.688656542537797,0.000718624504027412
M+ Uninf MID 6,M+,Uninfected,Mid37,6,2,2,Uninfected,0,22,0,0,1107.01,-0.184730246025603,-0.150742224750009,0.000309392871497862
M+ Uninf MID 6,M+,Uninfected,Mid37,6,2,3,Uninfected,0,22,0,0,1121.34,0.0763492267188237,0.0607197554786242,-0.000527907708050426
M+ Uninf MID 6,M+,Uninfected,Mid37,6,2,4,Uninfected,0,22,0,0,NA,NA,NA,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,2,5,Uninfected,0,22,0,0,NA,NA,NA,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,2,5.5,Uninfected,0,22,0,0,NA,NA,NA,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,2,1,Uninfected,0,19,0,0,923.78,0,0,-0.000113191425628923
M+ Uninf MID 7,M+,Uninfected,Mid37,7,2,2,Uninfected,0,19,0,0,1008.01,-0.269631011073815,-0.265362872153502,0.000230341581226327
M+ Uninf MID 7,M+,Uninfected,Mid37,7,2,3,Uninfected,0,19,0,0,NA,NA,NA,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,2,4,Uninfected,0,19,0,0,NA,NA,NA,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,2,5,Uninfected,0,19,0,0,NA,NA,NA,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,2,5.5,Uninfected,0,19,0,0,NA,NA,NA,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,2,1,Uninfected,0,23,0,0,913.79,0.127172316861297,0.152299957208847,-0.000447318731844318
M+ Uninf MID 8,M+,Uninfected,Mid37,8,2,2,Uninfected,0,23,0,0,1057.99,-0.184730246025603,-0.165034553675351,0.000238464803494507
M+ Uninf MID 8,M+,Uninfected,Mid37,8,2,3,Uninfected,0,23,0,0,1128.05,-0.316260892135788,-0.248535706741619,-0.000961888658649994
M+ Uninf MID 8,M+,Uninfected,Mid37,8,2,4,Uninfected,0,23,1,1,NA,NA,NA,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,2,5,Uninfected,0,23,0,1,NA,NA,NA,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,2,5.5,Uninfected,0,23,0,1,NA,NA,NA,NA
M+ Uninf MID 9,M+,Uninfected,Mid37,9,2,1,Uninfected,0,32,0,0,709.58,-0.13624835182,-0.270600456652305,-0.000323549234480918
M+ Uninf MID 9,M+,Uninfected,Mid37,9,2,2,Uninfected,0,32,0,0,901.85,-0.248826637226569,-0.305934356492732,0.00215661465707507
M+ Uninf MID 9,M+,Uninfected,Mid37,9,2,3,Uninfected,0,32,0,0,1054.41,-0.27459205512676,-0.246984065600388,0.00180047429888958
M+ Uninf MID 9,M+,Uninfected,Mid37,9,2,4,Uninfected,0,32,0,0,1189,0.0223717005535673,0.0158246928167349,-0.000100021520016987
M+ Uninf MID 9,M+,Uninfected,Mid37,9,2,5,Uninfected,0,32,1,1,NA,NA,NA,NA
M+ Uninf MID 9,M+,Uninfected,Mid37,9,2,5.5,Uninfected,0,32,0,1,NA,NA,NA,NA
M+ Uninf STD 1,M+,Uninfected,Standard,1,1,1,Uninfected,0,28,0,0,900.46,0.116706342617541,0.143934733582154,0.00108010010680707
M+ Uninf STD 1,M+,Uninfected,Standard,1,1,2,Uninfected,0,28,0,0,1138.61,0.142025641521199,0.109551107438595,0.0026824218771212
M+ Uninf STD 1,M+,Uninfected,Standard,1,1,3,Uninfected,0,28,1,1,1199.53,-0.12170855835815,-0.0845860783120985,0.000840042677461905
M+ Uninf STD 1,M+,Uninfected,Standard,1,1,4,Uninfected,0,28,2,3,1247.31,0.0330043788269659,0.0212140093010064,NA
M+ Uninf STD 1,M+,Uninfected,Standard,1,1,5,Uninfected,0,28,0,3,NA,NA,NA,NA
M+ Uninf STD 1,M+,Uninfected,Standard,1,1,5.5,Uninfected,0,28,0,3,NA,NA,NA,NA
M+ Uninf STD 10,M+,Uninfected,Standard,10,2,1,Uninfected,0,37,0,0,904.48,-0.244179942441972,-0.298477810871664,-0.000764824591545247
M+ Uninf STD 10,M+,Uninfected,Standard,10,2,2,Uninfected,0,37,1,1,1125.04,-0.184730246025603,-0.145949321760495,0.000489721629077474
M+ Uninf STD 10,M+,Uninfected,Standard,10,2,3,Uninfected,0,37,1,2,1284.55,-0.210067868158942,-0.127308558631935,0.00372095045374085
M+ Uninf STD 10,M+,Uninfected,Standard,10,2,4,Uninfected,0,37,11,13,1421.94,0.0450477873131986,0.022279781183597,0.00326418497067213
M+ Uninf STD 10,M+,Uninfected,Standard,10,2,5,Uninfected,0,37,4,17,1520.35,-0.342867353104201,-0.148333409014096,0.00360733712830518
