Block,Day,Plate,Date,StartTime,EndTime,Diet,Parasites,Clone,Rep,Well,Column,Treatment,Experiment,Died.After.Feed,Notes
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,STD,4,A9,9,SMUninfSTD,Metsch,,
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,STD,5,A10,10,SMUninfSTD,Metsch,,
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,NoDaphnia,NoDaphnia,A11,11,SMUninfNoDaphnia,Metsch,,
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,NoAlgae,NoAlgae,A12,12,SMUninfNoAlgae,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,MID,1,A1,1,SMMetschMID,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,MID,2,A2,2,SMMetschMID,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,MID,3,A3,3,SMMetschMID,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,MID,4,A4,4,SMMetschMID,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,MID,5,A5,5,SMMetschMID,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,STD,1,A6,6,SMMetschSTD,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,STD,2,A7,7,SMMetschSTD,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,STD,3,A8,8,SMMetschSTD,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,STD,4,A9,9,SMMetschSTD,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,NA,NA,A10,10,SMMetschNA,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,NoDaphnia,NoDaphnia,A11,11,SMMetschNoDaphnia,Metsch,,
3,14,6,1/17/2022,8:49,15:18,SM,Metsch,NoAlgae,NoAlgae,A12,12,SMMetschNoAlgae,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,MID,1,A1,1,M+UninfMID,Metsch,,"accidentally pipetted onto plate, but recovered"
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,MID,2,A2,2,M+UninfMID,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,MID,3,A3,3,M+UninfMID,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,MID,4,A4,4,M+UninfMID,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,MID,5,A5,5,M+UninfMID,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,STD,1,A6,6,M+UninfSTD,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,STD,2,A7,7,M+UninfSTD,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,STD,3,A8,8,M+UninfSTD,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,STD,5,A9,9,M+UninfSTD,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,NA,NA,A10,10,M+UninfNA,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,NoDaphnia,NoDaphnia,A11,11,M+UninfNoDaphnia,Metsch,,
3,14,7,1/17/2022,8:57,15:07,M+,Uninf,NoAlgae,NoAlgae,A12,12,M+UninfNoAlgae,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,MID,2,A1,1,M+MetschMID,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,MID,3,A2,2,M+MetschMID,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,MID,4,A3,3,M+MetschMID,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,MID,5,A4,4,M+MetschMID,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,STD,1,A5,5,M+MetschSTD,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,STD,2,A6,6,M+MetschSTD,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,STD,3,A7,7,M+MetschSTD,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,STD,4,A8,8,M+MetschSTD,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,STD,5,A9,9,M+MetschSTD,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,NA,NA,A10,10,M+MetschNA,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,NoDaphnia,NoDaphnia,A11,11,M+MetschNoDaphnia,Metsch,,
3,14,8,1/17/2022,8:57,15:27,M+,Metsch,NoAlgae,NoAlgae,A12,12,M+MetschNoAlgae,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,MID,6,A1,1,SUninfMID,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,MID,7,A2,2,SUninfMID,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,MID,8,A3,3,SUninfMID,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,MID,9,A4,4,SUninfMID,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,MID,10,A5,5,SUninfMID,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,STD,6,A6,6,SUninfSTD,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,STD,8,A7,7,SUninfSTD,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,STD,9,A8,8,SUninfSTD,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,STD,10,A9,9,SUninfSTD,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,NA,NA,A10,10,SUninfNA,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,NoDaphnia,NoDaphnia,A11,11,SUninfNoDaphnia,Metsch,,
4,15,1,1/18/2022,8:13,14:18,S,Uninf,NoAlgae,NoAlgae,A12,12,SUninfNoAlgae,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,MID,6,A1,1,MUninfMID,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,MID,7,A2,2,MUninfMID,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,MID,8,A3,3,MUninfMID,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,MID,10,A4,4,MUninfMID,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,STD,6,A5,5,MUninfSTD,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,STD,7,A6,6,MUninfSTD,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,STD,8,A7,7,MUninfSTD,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,STD,9,A8,8,MUninfSTD,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,STD,10,A9,9,MUninfSTD,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,NA,NA,A10,10,MUninfNA,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,NoDaphnia,NoDaphnia,A11,11,MUninfNoDaphnia,Metsch,,
4,15,2,1/18/2022,8:13,14:19,M,Uninf,NoAlgae,NoAlgae,A12,12,MUninfNoAlgae,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,MID,6,A1,1,SMetschMID,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,MID,7,A2,2,SMetschMID,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,MID,8,A3,3,SMetschMID,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,MID,10,A4,4,SMetschMID,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,STD,6,A5,5,SMetschSTD,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,STD,7,A6,6,SMetschSTD,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,STD,8,A7,7,SMetschSTD,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,NA,NA,A8,8,SMetschNA,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,STD,9,A9,9,SMetschSTD,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,STD,10,A10,10,SMetschSTD,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,NoDaphnia,NoDaphnia,A11,11,SMetschNoDaphnia,Metsch,,
4,15,3,1/18/2022,8:13,14:28,S,Metsch,NoAlgae,NoAlgae,A12,12,SMetschNoAlgae,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,MID,7,A1,1,MMetschMID,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,MID,9,A2,2,MMetschMID,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,STD,6,A3,3,MMetschSTD,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,NA,NA,A4,4,MMetschNA,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,NA,NA,A5,5,MMetschNA,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,NA,NA,A6,6,MMetschNA,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,NA,NA,A7,7,MMetschNA,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,NA,NA,A8,8,MMetschNA,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,NA,NA,A9,9,MMetschNA,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,NA,NA,A10,10,MMetschNA,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,NoDaphnia,NoDaphnia,A11,11,MMetschNoDaphnia,Metsch,,
4,15,4,1/18/2022,8:13,14:31,M,Metsch,NoAlgae,NoAlgae,A12,12,MMetschNoAlgae,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,MID,6,A1,1,SMUninfMID,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,MID,8,A2,2,SMUninfMID,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,MID,9,A3,3,SMUninfMID,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,MID,10,A4,4,SMUninfMID,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,STD,6,A5,5,SMUninfSTD,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,STD,7,A6,6,SMUninfSTD,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,STD,8,A7,7,SMUninfSTD,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,STD,9,A8,8,SMUninfSTD,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,STD,10,A9,9,SMUninfSTD,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,NA,NA,A10,10,SMUninfNA,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,NoDaphnia,NoDaphnia,A11,11,SMUninfNoDaphnia,Metsch,,
4,15,5,1/18/2022,8:23,14:37,SM,Uninf,NoAlgae,NoAlgae,A12,12,SMUninfNoAlgae,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,MID,6,A1,1,SMMetschMID,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,MID,7,A2,2,SMMetschMID,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,STD,6,A3,3,SMMetschSTD,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,STD,7,A4,4,SMMetschSTD,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,STD,9,A5,5,SMMetschSTD,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,STD,10,A6,6,SMMetschSTD,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,NA,NA,A7,7,SMMetschNA,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,NA,NA,A8,8,SMMetschNA,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,NA,NA,A9,9,SMMetschNA,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,NA,NA,A10,10,SMMetschNA,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,NoDaphnia,NoDaphnia,A11,11,SMMetschNoDaphnia,Metsch,,
4,15,6,1/18/2022,8:23,14:46,SM,Metsch,NoAlgae,NoAlgae,A12,12,SMMetschNoAlgae,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,MID,6,A1,1,M+UninfMID,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,MID,7,A2,2,M+UninfMID,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,MID,8,A3,3,M+UninfMID,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,MID,9,A4,4,M+UninfMID,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,MID,10,A5,5,M+UninfMID,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,STD,6,A6,6,M+UninfSTD,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,STD,7,A7,7,M+UninfSTD,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,STD,8,A8,8,M+UninfSTD,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,STD,9,A9,9,M+UninfSTD,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,STD,10,A10,10,M+UninfSTD,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,NoDaphnia,NoDaphnia,A11,11,M+UninfNoDaphnia,Metsch,,
4,15,7,1/18/2022,8:29,14:37,M+,Uninf,NoAlgae,NoAlgae,A12,12,M+UninfNoAlgae,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,MID,6,A1,1,M+MetschMID,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,MID,7,A2,2,M+MetschMID,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,MID,8,A3,3,M+MetschMID,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,MID,10,A4,4,M+MetschMID,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,STD,6,A5,5,M+MetschSTD,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,STD,7,A6,6,M+MetschSTD,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,STD,8,A7,7,M+MetschSTD,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,STD,9,A8,8,M+MetschSTD,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,STD,10,A9,9,M+MetschSTD,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,NA,NA,A10,10,M+MetschNA,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,NoDaphnia,NoDaphnia,A11,11,M+MetschNoDaphnia,Metsch,,
4,15,8,1/18/2022,8:29,14:49,M+,Metsch,NoAlgae,NoAlgae,A12,12,M+MetschNoAlgae,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Uninf,MID,1,A1,1,SUninfMID,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Uninf,MID,2,A2,2,SUninfMID,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Uninf,MID,3,A3,3,SUninfMID,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Uninf,MID,5,A4,4,SUninfMID,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Uninf,STD,1,A5,5,SUninfSTD,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Uninf,STD,2,A6,6,SUninfSTD,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Uninf,STD,3,A7,7,SUninfSTD,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Uninf,STD,4,A8,8,SUninfSTD,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Metsch,MID,2,A9,9,SMetschMID,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Metsch,NA,NA,A10,10,SMetschNA,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Both,NoDaphnia,NoDaphnia,A11,11,SBothNoDaphnia,Metsch,,
3,21,1,1/24/2022,8:33,14:35,S,Both,NoAlgae,NoAlgae,A12,12,SBothNoAlgae,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,MID,1,A1,1,MUninfMID,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,MID,2,A2,2,MUninfMID,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,MID,3,A3,3,MUninfMID,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,MID,5,A4,4,MUninfMID,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,STD,1,A5,5,MUninfSTD,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,STD,2,A6,6,MUninfSTD,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,STD,3,A7,7,MUninfSTD,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,STD,4,A8,8,MUninfSTD,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,STD,5,A9,9,MUninfSTD,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,NA,NA,A10,10,MUninfNA,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,NoDaphnia,NoDaphnia,A11,11,MUninfNoDaphnia,Metsch,,
3,21,2,1/24/2022,8:33,14:35,M,Uninf,NoAlgae,NoAlgae,A12,12,MUninfNoAlgae,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,MID,2,A1,1,MMetschMID,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,MID,3,A2,2,MMetschMID,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,MID,5,A3,3,MMetschMID,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,STD,4,A4,4,MMetschSTD,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,STD,5,A5,5,MMetschSTD,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,NA,NA,A6,6,MMetschNA,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,NA,NA,A7,7,MMetschNA,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,NA,NA,A8,8,MMetschNA,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,NA,NA,A9,9,MMetschNA,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,NA,NA,A10,10,MMetschNA,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,NoDaphnia,NoDaphnia,A11,11,MMetschNoDaphnia,Metsch,,
3,21,3,1/24/2022,8:33,14:44,M,Metsch,NoAlgae,NoAlgae,A12,12,MMetschNoAlgae,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,MID,1,A1,1,SMUninfMID,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,MID,2,A2,2,SMUninfMID,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,MID,3,A3,3,SMUninfMID,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,MID,4,A4,4,SMUninfMID,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,MID,5,A5,5,SMUninfMID,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,STD,1,A6,6,SMUninfSTD,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,STD,2,A7,7,SMUninfSTD,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,STD,3,A8,8,SMUninfSTD,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,STD,4,A9,9,SMUninfSTD,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,STD,5,A10,10,SMUninfSTD,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,NoDaphnia,NoDaphnia,A11,11,SMUninfNoDaphnia,Metsch,,
3,21,4,1/24/2022,8:47,14:47,SM,Uninf,NoAlgae,NoAlgae,A12,12,SMUninfNoAlgae,Metsch,,
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,MID,1,A1,1,SMMetschMID,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,MID,3,A2,2,SMMetschMID,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,MID,4,A3,3,SMMetschMID,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,MID,5,A4,4,SMMetschMID,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,STD,1,A5,5,SMMetschSTD,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,STD,2,A6,6,SMMetschSTD,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,STD,3,A7,7,SMMetschSTD,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,STD,4,A8,8,SMMetschSTD,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,NA,NA,A9,9,SMMetschNA,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,NA,NA,A10,10,SMMetschNA,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,NoDaphnia,NoDaphnia,A11,11,SMMetschNoDaphnia,Metsch,,end time estimated based on first plate
3,21,5,1/24/2022,8:47,14:58,SM,Metsch,NoAlgae,NoAlgae,A12,12,SMMetschNoAlgae,Metsch,,end time estimated based on first plate
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,MID,1,A1,1,M+UninfMID,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,MID,2,A2,2,M+UninfMID,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,MID,3,A3,3,M+UninfMID,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,MID,4,A4,4,M+UninfMID,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,MID,5,A5,5,M+UninfMID,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,STD,1,A6,6,M+UninfSTD,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,STD,2,A7,7,M+UninfSTD,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,STD,3,A8,8,M+UninfSTD,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,STD,5,A9,9,M+UninfSTD,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,NA,NA,A10,10,M+UninfNA,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,NoDaphnia,NoDaphnia,A11,11,M+UninfNoDaphnia,Metsch,,
3,21,6,1/24/2022,8:46,14:52,M+,Uninf,NoAlgae,NoAlgae,A12,12,M+UninfNoAlgae,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,MID,2,A1,1,M+MetschMID,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,MID,3,A2,2,M+MetschMID,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,MID,4,A3,3,M+MetschMID,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,MID,5,A4,4,M+MetschMID,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,STD,1,A5,5,M+MetschSTD,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,STD,2,A6,6,M+MetschSTD,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,STD,4,A7,7,M+MetschSTD,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,STD,5,A8,8,M+MetschSTD,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,NA,NA,A9,9,M+MetschNA,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,NA,NA,A10,10,M+MetschNA,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,NoDaphnia,NoDaphnia,A11,11,M+MetschNoDaphnia,Metsch,,
3,21,7,1/24/2022,8:46,15:00,M+,Metsch,NoAlgae,NoAlgae,A12,12,M+MetschNoAlgae,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,MID,6,A1,1,MUninfMID,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,MID,7,A2,2,MUninfMID,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,MID,8,A3,3,MUninfMID,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,MID,10,A4,4,MUninfMID,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,STD,6,A5,5,MUninfSTD,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,STD,7,A6,6,MUninfSTD,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,STD,8,A7,7,MUninfSTD,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,STD,9,A8,8,MUninfSTD,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,STD,10,A9,9,MUninfSTD,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,NA,NA,A10,10,MUninfNA,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,NoDaphnia,NoDaphnia,A11,11,MUninfNoDaphnia,Metsch,,
4,22,1,1/25/2022,8:28,14:31,M,Uninf,NoAlgae,NoAlgae,A12,12,MUninfNoAlgae,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,MID,7,A1,1,MMetschMID,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,MID,9,A2,2,MMetschMID,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,STD,6,A3,3,MMetschSTD,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,NA,NA,A4,4,MMetschNA,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,NA,NA,A5,5,MMetschNA,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,NA,NA,A6,6,MMetschNA,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,NA,NA,A7,7,MMetschNA,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,NA,NA,A8,8,MMetschNA,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,NA,NA,A9,9,MMetschNA,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,NA,NA,A10,10,MMetschNA,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,NoDaphnia,NoDaphnia,A11,11,MMetschNoDaphnia,Metsch,,
4,22,2,1/25/2022,8:28,14:39,M,Metsch,NoAlgae,NoAlgae,A12,12,MMetschNoAlgae,Metsch,,
4,22,3,1/25/2022,8:23,14:32,S,Uninf,MID,6,A1,1,SUninfMID,Metsch,,
4,22,3,1/25/2022,8:23,14:32,S,Uninf,MID,7,A2,2,SUninfMID,Metsch,,
