Unique.code,Diet,Parasites,Clone,Rep,Block,lifespan.days,Infection,InfectionStatus,Day,Offspring,Length
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,37,Uninfected,0,33,2,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,37,Uninfected,0,35,NA,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,37,Uninfected,0,36,0,1375.56
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,37,Uninfected,0,37,1,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,2,37,Uninfected,0,38,0,1395.36
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,7,0,1017.66
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,8,0,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,10,0,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,12,2,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,14,0,1343.69
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,15,0,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,16,0,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,19,0,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,21,0,1603.02
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,22,NA,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,23,0,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,26,0,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,28,0,1707.88
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,29,NA,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,30,0,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,33,0,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,35,NA,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,36,NA,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,37,NA,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,32,Infected,1,38,NA,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,7,0,933.21
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,8,0,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,10,0,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,12,0,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,14,2,1261.51
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,15,0,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,16,0,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,19,0,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,21,0,1348.89
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,22,NA,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,23,0,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,26,0,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,28,0,1354.44
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,29,0,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,30,NA,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,33,NA,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,35,NA,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,36,NA,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,37,NA,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,28,Infected,1,38,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,7,0,945.93
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,8,0,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,10,0,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,12,0,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,14,0,1273.14
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,15,0,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,16,0,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,19,0,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,21,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,22,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,23,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,26,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,28,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,29,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,30,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,33,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,35,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,36,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,37,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,18,Exposed,0,38,NA,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,7,0,1037.76
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,8,0,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,10,0,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,12,2,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,14,0,1402.22
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,15,0,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,16,0,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,19,0,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,21,0,1593.96
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,22,NA,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,23,0,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,26,0,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,28,0,1773.72
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,29,NA,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,30,0,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,33,NA,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,35,NA,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,36,NA,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,37,NA,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,30,Infected,1,38,NA,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,7,0,987.08
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,8,0,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,10,0,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,12,1,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,14,0,1335.9
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,15,0,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,16,2,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,19,0,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,21,0,1517.31
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,22,NA,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,23,0,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,26,0,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,28,0,1675.55
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,29,NA,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,30,0,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,33,NA,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,35,NA,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,36,NA,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,37,NA,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,31,Infected,1,38,NA,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,7,0,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,8,0,1177.11
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,10,0,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,12,3,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,14,NA,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,15,0,1328.05
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,16,2,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,19,0,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,21,NA,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,22,0,1504.64
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,23,0,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,26,4,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,28,NA,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,29,0,1578.91
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,30,3,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,33,3,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,35,NA,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,36,0,1637.22
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,37,4,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,37,Exposed,0,38,0,1708.2
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,7,0,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,8,0,942.94
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,10,0,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,12,0,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,14,NA,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,15,0,1301.98
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,16,2,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,19,0,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,21,NA,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,22,0,1471.08
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,23,0,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,26,5,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,28,NA,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,29,0,1572.35
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,30,5,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,33,4,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,35,NA,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,36,0,1710.6
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,37,3,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,37,Exposed,0,38,0,1691.06
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,7,0,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,8,0,935.61
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,10,0,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,12,1,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,14,2,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,15,0,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,16,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,19,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,21,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,22,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,23,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,26,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,28,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,29,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,30,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,33,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,35,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,36,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,37,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,14,Exposed,0,38,NA,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,7,0,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,8,0,950.36
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,10,0,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,12,1,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,14,2,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,15,0,1237
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,16,0,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,19,0,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,21,NA,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,22,0,1362.98
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,23,0,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,26,0,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,28,NA,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,29,0,1410.22
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,30,0,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,33,0,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,35,NA,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,36,NA,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,37,NA,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,33,Infected,1,38,NA,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,7,0,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,8,0,1005.23
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,10,0,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,12,2,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,14,NA,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,15,0,1298.82
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,16,3,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,19,0,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,21,NA,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,22,0,1320.66
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,23,0,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,26,2,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,28,NA,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,29,0,1487.84
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,30,4,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,33,4,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,35,NA,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,36,0,1576.2
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,37,3,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,37,Exposed,0,38,4,1578.93
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,7,0,913.04
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,8,0,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,10,0,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,12,0,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,14,0,1150.17
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,15,0,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,16,1,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,19,0,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,21,0,1286.31
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,22,NA,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,23,0,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,26,0,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,28,0,1451.6
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,29,NA,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,30,0,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,33,1,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,35,0,1545.61
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,36,NA,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,37,0,NA
S:M Past MID 1,SM,Pasteuria,Mid37,1,1,37,Infected,1,38,0,1598.77
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,7,0,1001.87
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,8,0,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,10,0,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,12,1,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,14,0,1138.73
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,15,0,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,16,1,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,19,0,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,21,0,1343.91
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,22,NA,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,23,0,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,26,0,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,28,0,1462.91
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,29,NA,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,30,0,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,33,0,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,35,0,1660.34
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,36,NA,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,37,0,NA
S:M Past MID 2,SM,Pasteuria,Mid37,2,1,37,Infected,1,38,0,1720.45
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,7,0,949.48
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,8,0,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,10,0,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,12,0,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,14,0,1184.74
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,15,0,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,16,0,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,19,0,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,21,0,1240.36
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,22,NA,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,23,0,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,26,1,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,28,0,1350.4
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,29,NA,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,30,0,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,33,2,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,35,0,1417.54
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,36,NA,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,37,3,NA
S:M Past MID 3,SM,Pasteuria,Mid37,3,1,37,Exposed,0,38,0,1451.25
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,7,0,998.65
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,8,0,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,10,0,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,12,0,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,14,0,1284.67
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,15,0,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,16,2,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,19,0,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,21,0,1426.96
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,22,NA,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,23,0,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,26,0,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,28,0,1586.57
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,29,NA,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,30,0,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,33,0,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,35,0,1660.05
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,36,NA,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,37,0,NA
S:M Past MID 4,SM,Pasteuria,Mid37,4,1,37,Infected,1,38,0,1704.39
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,7,0,913.64
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,8,0,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,10,0,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,12,0,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,14,0,1170.66
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,15,0,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,16,1,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,19,0,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,21,0,1263.53
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,22,NA,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,23,0,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,26,0,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,28,0,1492.77
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,29,NA,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,30,0,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,33,0,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,35,0,1568.18
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,36,NA,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,37,0,NA
S:M Past MID 5,SM,Pasteuria,Mid37,5,1,37,Infected,1,38,0,1649.26
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,7,0,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,8,0,837.56
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,10,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,12,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,14,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,15,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,16,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,19,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,21,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,22,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,23,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,26,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,28,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,29,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,30,NA,NA
S:M Past MID 6,SM,Pasteuria,Mid37,6,2,9,Exposed,NA,33,NA,NA
