Unique.code,Diet,Parasites,Clone,Rep,Block,lifespan.days,Infection,InfectionStatus,Day,Offspring,Length
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,10,0,NA
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,12,0,NA
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,14,NA,NA
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,15,0,1159.22
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,16,0,NA
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,19,1,NA
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,21,NA,NA
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,22,0,1241.94
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,23,2,NA
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,24,0,1326.94
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,7,0,NA
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,8,0,768.7
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,10,0,NA
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,12,0,NA
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,14,NA,NA
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,15,0,964.27
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,16,0,NA
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,19,0,NA
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,21,NA,NA
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,22,0,1161.73
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,23,1,NA
M Uninf MID 7,M,Uninfected,Mid37,7,4,23,Uninfected,0,24,0,1173.97
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,7,0,NA
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,8,0,897.54
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,10,0,NA
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,12,0,NA
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,14,NA,NA
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,15,0,1083.06
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,16,1,NA
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,19,1,NA
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,21,NA,NA
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,22,0,1308.98
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,23,2,NA
M Uninf MID 8,M,Uninfected,Mid37,8,4,23,Uninfected,0,24,0,1303.33
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,7,0,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,8,0,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,10,NA,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,12,NA,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,14,NA,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,15,NA,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,16,NA,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,19,NA,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,21,NA,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,22,NA,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,23,NA,NA
M Uninf MID 9,M,Uninfected,Mid37,9,4,6,Uninfected,NA,24,NA,NA
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,7,0,NA
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,8,0,833.36
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,10,0,NA
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,12,0,NA
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,14,NA,NA
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,15,0,1039.69
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,16,0,NA
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,19,0,NA
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,21,NA,NA
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,22,0,1235.33
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,23,0,NA
M Uninf MID 10,M,Uninfected,Mid37,10,4,23,Uninfected,0,24,0,1278.95
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,7,0,849.64
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,8,0,NA
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,10,0,NA
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,12,0,NA
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,14,0,1011.86
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,15,NA,NA
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,16,0,NA
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,19,0,NA
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,21,0,1218.76
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,22,NA,NA
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,23,1,NA
M+ Uninf MID 1,M+,Uninfected,Mid37,1,3,23,Uninfected,0,24,0,1276.68
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,7,0,868.73
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,8,0,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,10,0,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,12,0,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,14,0,1072.88
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,15,NA,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,16,0,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,19,1,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,21,0,1256.1
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,22,NA,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,23,2,NA
M+ Uninf MID 2,M+,Uninfected,Mid37,2,3,23,Uninfected,0,24,0,1288.25
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,7,0,899.92
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,8,0,NA
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,10,0,NA
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,12,0,NA
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,14,0,1108.87
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,15,NA,NA
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,16,1,NA
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,19,0,NA
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,21,0,1267.08
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,22,NA,NA
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,23,4,NA
M+ Uninf MID 3,M+,Uninfected,Mid37,3,3,23,Uninfected,0,24,0,1298.87
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,7,0,911.45
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,8,0,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,10,0,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,12,0,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,14,0,1082.33
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,15,NA,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,16,1,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,19,0,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,21,0,1213.84
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,22,NA,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,23,2,NA
M+ Uninf MID 4,M+,Uninfected,Mid37,4,3,23,Uninfected,0,24,0,1277.93
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,7,0,773.01
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,8,0,NA
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,10,0,NA
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,12,0,NA
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,14,0,1020.48
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,15,NA,NA
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,16,0,NA
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,19,0,NA
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,21,0,1156.13
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,22,NA,NA
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,23,2,NA
M+ Uninf MID 5,M+,Uninfected,Mid37,5,3,23,Uninfected,0,24,0,1235.73
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,7,0,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,8,0,845.7
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,10,0,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,12,0,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,14,NA,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,15,0,1049.24
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,16,0,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,19,0,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,21,NA,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,22,0,1273.21
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,23,2,NA
M+ Uninf MID 6,M+,Uninfected,Mid37,6,4,23,Uninfected,0,24,0,1272.41
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,7,0,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,8,0,871.49
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,10,0,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,12,0,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,14,NA,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,15,0,1070.93
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,16,1,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,19,0,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,21,NA,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,22,0,1216.23
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,23,2,NA
M+ Uninf MID 7,M+,Uninfected,Mid37,7,4,23,Uninfected,0,24,0,1239.03
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,7,0,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,8,0,832.78
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,10,0,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,12,0,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,14,NA,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,15,0,1042.64
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,16,0,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,19,1,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,21,NA,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,22,1,1246.5
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,23,0,NA
M+ Uninf MID 8,M+,Uninfected,Mid37,8,4,23,Uninfected,0,24,0,1235.09
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,7,0,NA
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,8,0,1026.8
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,10,0,NA
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,12,0,NA
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,14,NA,NA
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,15,0,1129.3
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,16,0,NA
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,19,2,NA
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,21,NA,NA
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,22,0,1373.64
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,23,1,NA
M+ Uninf MID 9,M+,Uninfected,Mid37,9,4,23,Uninfected,0,24,0,1342.21
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,7,0,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,8,0,979.97
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,10,0,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,12,0,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,14,NA,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,15,0,1172.57
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,16,0,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,19,1,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,21,NA,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,22,0,1303.22
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,23,0,NA
M+ Uninf MID 10,M+,Uninfected,Mid37,10,4,23,Uninfected,0,24,0,1358.09
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,7,0,1001.62
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,8,0,NA
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,10,0,NA
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,12,2,NA
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,14,0,1230.18
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,15,NA,NA
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,16,3,NA
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,19,2,NA
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,21,NA,NA
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,22,NA,NA
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,23,NA,NA
S Met MID 1,S,Metsch,Mid37,1,3,18,Infected,1,24,NA,NA
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,7,0,1063.67
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,8,0,NA
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,10,0,NA
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,12,0,NA
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,14,0,1383.07
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,15,NA,NA
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,16,3,NA
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,19,4,NA
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,21,0,1549.46
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,22,3,NA
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,23,0,NA
S Met MID 2,S,Metsch,Mid37,2,3,23,Exposed,0,24,0,1596.21
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,7,0,978.65
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,8,0,NA
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,10,0,NA
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,12,1,NA
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,14,0,1175.28
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,15,NA,NA
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,16,2,NA
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,19,1,NA
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,21,NA,NA
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,22,NA,NA
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,23,NA,NA
S Met MID 3,S,Metsch,Mid37,3,3,18,Infected,1,24,NA,NA
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,7,0,997.74
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,8,0,NA
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,10,0,NA
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,12,1,NA
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,14,0,1221.06
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,15,NA,NA
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,16,3,NA
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,19,NA,NA
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,21,NA,NA
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,22,NA,NA
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,23,NA,NA
S Met MID 4,S,Metsch,Mid37,4,3,15,Infected,1,24,NA,NA
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,7,0,899.64
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,8,0,NA
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,10,0,NA
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,12,0,NA
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,14,0,1164.29
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,15,NA,NA
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,16,3,NA
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,19,0,NA
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,21,NA,NA
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,22,NA,NA
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,23,NA,NA
S Met MID 5,S,Metsch,Mid37,5,3,19,Infected,1,24,NA,NA
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,7,0,NA
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,8,0,1112.49
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,10,0,NA
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,12,0,NA
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,14,NA,NA
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,15,0,1258.7
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,16,6,NA
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,19,3,NA
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,21,NA,NA
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,22,0,1492.53
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,23,2,NA
S Met MID 6,S,Metsch,Mid37,6,4,23,Exposed,0,24,0,1509.48
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,7,0,NA
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,8,0,941.97
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,10,0,NA
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,12,1,NA
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,14,NA,NA
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,15,0,1184.7
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,16,3,NA
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,19,NA,NA
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,21,NA,NA
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,22,NA,NA
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,23,NA,NA
S Met MID 7,S,Metsch,Mid37,7,4,16,Infected,1,24,NA,NA
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,7,0,NA
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,8,0,1106.57
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,10,0,NA
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,12,3,NA
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,14,NA,NA
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,15,0,1290.94
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,16,4,NA
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,19,0,NA
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,21,NA,NA
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,22,NA,NA
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,23,NA,NA
S Met MID 8,S,Metsch,Mid37,8,4,18,Infected,1,24,NA,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,7,0,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,8,0,1056.91
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,10,0,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,12,0,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,14,NA,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,15,NA,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,16,NA,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,19,NA,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,21,NA,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,22,NA,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,23,NA,NA
S Met MID 9,S,Metsch,Mid37,9,4,11,Exposed,NA,24,NA,NA
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,7,0,NA
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,8,0,921.17
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,10,0,NA
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,12,NA,NA
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,14,NA,NA
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,15,0,1220.18
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,16,5,NA
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,19,0,NA
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,21,NA,NA
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,22,0,1307.39
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,23,NA,NA
S Met MID 10,S,Metsch,Mid37,10,4,21,Infected,1,24,NA,NA
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,7,0,809.71
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,8,0,NA
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,10,0,NA
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,12,0,NA
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,14,0,1066.24
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,15,NA,NA
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,16,0,NA
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,19,2,NA
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,21,0,1213.44
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,22,NA,NA
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,23,2,NA
S:M Met MID 1,SM,Metsch,Mid37,1,3,23,Exposed,0,24,0,1260.54
S:M Met MID 2,SM,Metsch,Mid37,2,3,13,Exposed,NA,7,0,834.71
S:M Met MID 2,SM,Metsch,Mid37,2,3,13,Exposed,NA,8,0,NA
S:M Met MID 2,SM,Metsch,Mid37,2,3,13,Exposed,NA,10,0,NA
S:M Met MID 2,SM,Metsch,Mid37,2,3,13,Exposed,NA,12,0,NA
S:M Met MID 2,SM,Metsch,Mid37,2,3,13,Exposed,NA,14,0,NA
