Block,Day,Plate,Week,Date,StartTime,EndTime,Diet,Parasites,Clone,Rep,Well,Row,Column,Treatment,Experiment,Died.After.Resp,O2.sat.per.hr,mean.control.O2.sat,sd.control.O2.sat,VO2,metabolic.rate,Notes
1,15,3,2,11/23/2021,13:06,16:13,M,Uninf,STD,2,A3,A,3,MUninfSTD,Past,N,-0.735510924536248,-0.938609687772848,0.194038742658701,-2.49811478781019e-05,-0.000502870506786191,
1,15,3,2,11/23/2021,13:06,16:13,M,Pasteuria,MID,4,A4,A,4,MPasteuriaMID,Past,N,-1.58545568035632,-0.938609687772848,0.194038742658701,7.95620570877666e-05,0.00160158420917674,
1,15,3,2,11/23/2021,13:06,16:13,M,Pasteuria,MID,5,A5,A,5,MPasteuriaMID,Past,N,-1.36419705596563,-0.938609687772848,0.194038742658701,5.23472462877127e-05,0.00105375006777166,
1,15,3,2,11/23/2021,13:06,16:13,M,Blank,Blank,1,A6,A,6,MBlankBlank,Past,N,-0.750162797270387,-0.938609687772848,0.194038742658701,-2.31789675318027e-05,-0.000466592616415188,
1,15,3,2,11/23/2021,13:06,16:13,M,Uninf,STD,5,B1,B,1,MUninfSTD,Past,N,-1.88354235416165,-0.938609687772848,0.194038742658701,0.000116226717965823,0.00233964383265202,
1,15,3,2,11/23/2021,13:06,16:13,M,NA,NA,NA,B2,B,2,MNANA,Past,N,NA,-0.938609687772848,0.194038742658701,NA,NA,
1,15,3,2,11/23/2021,13:06,16:13,M,Uninf,STD,4,B3,B,3,MUninfSTD,Past,N,-2.05298787697686,-0.938609687772848,0.194038742658701,0.000137068517272093,0.00275918925268723,
1,15,3,2,11/23/2021,13:06,16:13,M,Pasteuria,MID,3,B4,B,4,MPasteuriaMID,Past,N,-1.26362053562909,-0.938609687772848,0.194038742658701,3.99763342863174e-05,0.000804723609183569,
1,15,3,2,11/23/2021,13:06,16:13,M,NA,NA,NA,B5,B,5,MNANA,Past,N,NA,-0.938609687772848,0.194038742658701,NA,NA,
1,15,3,2,11/23/2021,13:06,16:13,M,Blank,Blank,3,B6,B,6,MBlankBlank,Past,N,-0.805515880433023,-0.938609687772848,0.194038742658701,-1.63705383027985e-05,-0.000329538936035334,
1,15,3,2,11/23/2021,13:06,16:13,M,Pasteuria,STD,3,C1,C,1,MPasteuriaSTD,Past,N,-1.86295341239611,-0.938609687772848,0.194038742658701,0.000113694278128661,0.00228866581872994,
1,15,3,2,11/23/2021,13:06,16:13,M,NA,NA,NA,C2,C,2,MNANA,Past,N,NA,-0.938609687772848,0.194038742658701,NA,NA,
1,15,3,2,11/23/2021,13:06,16:13,M,Blank,Blank,2,C3,C,3,MBlankBlank,Past,N,-1.03600536241081,-0.938609687772848,0.194038742658701,1.19796679804689e-05,0.000241150716446839,
1,15,3,2,11/23/2021,13:06,16:13,M,NA,NA,NA,C4,C,4,MNANA,Past,N,NA,-0.938609687772848,0.194038742658701,NA,NA,
1,15,3,2,11/23/2021,13:06,16:13,M,NA,NA,NA,C5,C,5,MNANA,Past,N,NA,-0.938609687772848,0.194038742658701,NA,NA,
1,15,3,2,11/23/2021,13:06,16:13,M,Uninf,MID,3,C6,C,6,MUninfMID,Past,N,-2.00594725370247,-0.938609687772848,0.194038742658701,0.000131282520609343,0.00264271713986608,
1,15,3,2,11/23/2021,13:06,16:13,M,Uninf,STD,3,D1,D,1,MUninfSTD,Past,N,-1.1125201071226,-0.938609687772848,0.194038742658701,2.1390981580019e-05,0.000430600459205782,
1,15,3,2,11/23/2021,13:06,16:13,M,NA,NA,NA,D2,D,2,MNANA,Past,N,NA,-0.938609687772848,0.194038742658701,NA,NA,
1,15,3,2,11/23/2021,13:06,16:13,M,Uninf,MID,2,D3,D,3,MUninfMID,Past,N,-1.13280376125021,-0.938609687772848,0.194038742658701,2.38858710377155e-05,0.000480822583989213,
1,15,3,2,11/23/2021,13:06,16:13,M,Uninf,STD,1,D4,D,4,MUninfSTD,Past,N,-0.87160910465274,-0.938609687772848,0.194038742658701,-8.24107172377328e-06,-0.000165892773799556,
1,15,3,2,11/23/2021,13:06,16:13,M,Pasteuria,MID,1,D5,D,5,MPasteuriaMID,Past,N,-3.02116382993925,-0.938609687772848,0.194038742658701,0.000256154159486467,0.00515638323046259,
1,15,3,2,11/23/2021,13:06,16:13,M,Pasteuria,STD,4,D6,D,6,MPasteuriaSTD,Past,Y,-2.46319496043803,-0.938609687772848,0.194038742658701,0.000187523988537817,0.00377485788926626,Died during respiration trial
1,15,4,2,11/23/2021,13:06,16:13,M+,Uninf,MID,3,A1,A,1,M+UninfMID,Past,N,-1.20627725190463,-1.44009044020552,0.289388139550806,-2.87590221610104e-05,-0.000578919116101139,
1,15,4,2,11/23/2021,13:06,16:13,M+,Pasteuria,STD,5,A2,A,2,M+PasteuriaSTD,Past,N,-1.41221098043124,-1.44009044020552,0.289388139550806,-3.42917355223712e-06,-6.90292636065332e-05,
1,15,4,2,11/23/2021,13:06,16:13,M+,Uninf,STD,3,A3,A,3,M+UninfSTD,Past,N,-1.89437058192976,-1.44009044020552,0.289388139550806,5.58764574320806e-05,0.00112479308810778,
1,15,4,2,11/23/2021,13:06,16:13,M+,Uninf,MID,2,A4,A,4,M+UninfMID,Past,N,-1.44095863141551,-1.44009044020552,0.289388139550806,1.06787518828953e-07,2.14963275402682e-06,
1,15,4,2,11/23/2021,13:06,16:13,M+,NA,NA,NA,A5,A,5,M+NANA,Past,N,NA,-1.44009044020552,0.289388139550806,NA,NA,
1,15,4,2,11/23/2021,13:06,16:13,M+,Pasteuria,STD,4,A6,A,6,M+PasteuriaSTD,Past,N,-1.0897081547409,-1.44009044020552,0.289388139550806,-4.30970211121484e-05,-0.000867543034987547,
1,15,4,2,11/23/2021,13:06,16:13,M+,Uninf,STD,4,B1,B,1,M+UninfSTD,Past,N,-1.61411030602741,-1.44009044020552,0.289388139550806,2.14044434960922e-05,0.000430871447576337,
1,15,4,2,11/23/2021,13:06,16:13,M+,Blank,Blank,1,B2,B,2,M+BlankBlank,Past,N,-1.26513451529702,-1.44009044020552,0.289388139550806,-2.15195787637453e-05,-0.000433189120514194,
1,15,4,2,11/23/2021,13:06,16:13,M+,NA,NA,NA,B3,B,3,M+NANA,Past,N,NA,-1.44009044020552,0.289388139550806,NA,NA,
1,15,4,2,11/23/2021,13:06,16:13,M+,Pasteuria,MID,2,B4,B,4,M+PasteuriaMID,Past,N,-1.9725568261626,-1.44009044020552,0.289388139550806,6.54933654727209e-05,0.00131838144696587,
1,15,4,2,11/23/2021,13:06,16:13,M+,Blank,Blank,3,B5,B,5,M+BlankBlank,Past,N,-1.4706792587334,-1.44009044020552,0.289388139550806,3.7624246789285e-06,7.57376087868307e-05,
1,15,4,2,11/23/2021,13:06,16:13,M+,Uninf,STD,1,B6,B,6,M+UninfSTD,Past,N,-2.52346390985653,-1.44009044020552,0.289388139550806,0.000133254936767074,0.0026824218771212,
1,15,4,2,11/23/2021,13:06,16:13,M+,Uninf,MID,5,C1,C,1,M+UninfMID,Past,N,-1.62435082962123,-1.44009044020552,0.289388139550806,2.26640278981315e-05,0.000456226881589387,
1,15,4,2,11/23/2021,13:06,16:13,M+,Pasteuria,MID,3,C2,C,2,M+PasteuriaMID,Past,N,-1.08154522069635,-1.44009044020552,0.289388139550806,-4.4101061999628e-05,-0.000887754378052511,
1,15,4,2,11/23/2021,13:06,16:13,M+,Uninf,MID,4,C3,C,3,M+UninfMID,Past,N,-1.56992686148218,-1.44009044020552,0.289388139550806,1.59698798170283e-05,0.000321473680716779,
1,15,4,2,11/23/2021,13:06,16:13,M+,NA,NA,NA,C4,C,4,M+NANA,Past,N,NA,-1.44009044020552,0.289388139550806,NA,NA,
1,15,4,2,11/23/2021,13:06,16:13,M+,Pasteuria,MID,1,C5,C,5,M+PasteuriaMID,Past,N,-0.768793957691816,-1.44009044020552,0.289388139550806,-8.2569467349186e-05,-0.00166212337773911,
1,15,4,2,11/23/2021,13:06,16:13,M+,Pasteuria,MID,5,C6,C,6,M+PasteuriaMID,Past,N,-0.834389570871446,-1.44009044020552,0.289388139550806,-7.45012069280915e-05,-0.00149970929546248,
1,15,4,2,11/23/2021,13:06,16:13,M+,Uninf,MID,1,D1,D,1,M+UninfMID,Past,N,-1.13121338734649,-1.44009044020552,0.289388139550806,-3.79918775016609e-05,-0.000764776494108435,
1,15,4,2,11/23/2021,13:06,16:13,M+,Pasteuria,STD,2,D2,D,2,M+PasteuriaSTD,Past,N,-1.80301363889655,-1.44009044020552,0.289388139550806,4.46395534389964e-05,0.000898594210726998,
1,15,4,2,11/23/2021,13:06,16:13,M+,Uninf,STD,2,D3,D,3,M+UninfSTD,Past,N,-1.97104181057346,-1.44009044020552,0.289388139550806,6.53070185552563e-05,0.00131463028351731,
1,15,4,2,11/23/2021,13:06,16:13,M+,Blank,Blank,2,D4,D,4,M+BlankBlank,Past,N,-1.83574756554366,-1.44009044020552,0.289388139550806,4.86658264165914e-05,0.000979643085765985,
1,15,4,2,11/23/2021,13:06,16:13,M+,Pasteuria,STD,1,D5,D,5,M+PasteuriaSTD,Past,N,-0.940885406222855,-1.44009044020552,0.289388139550806,-6.14022191798681e-05,-0.00123602667209075,
1,15,4,2,11/23/2021,13:06,16:13,M+,Blank,Blank,4,D6,D,6,M+BlankBlank,Past,N,-1.18880042124801,-1.44009044020552,0.289388139550806,-3.09086723317746e-05,-0.000622191574038622,
2,21,1,3,11/29/2021,9:57,12:17,S,Uninf,MID,7,A1,A,1,SUninfMID,Past,N,-3.05139449460397,-1.16012984866196,0.308830198659599,0.000232625551450867,0.00468275235070595,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,A2,A,2,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,Pasteuria,MID,10,A3,A,3,SPasteuriaMID,Past,N,-2.21908300228377,-1.16012984866196,0.308830198659599,0.000130251237895482,0.00262195741883605,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,A4,A,4,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,Pasteuria,STD,6,A5,A,5,SPasteuriaSTD,Past,N,-3.46049245530141,-1.16012984866196,0.308830198659599,0.000282944600616652,0.0056956748104132,
2,21,1,3,11/29/2021,9:57,12:17,S,Blank,Blank,1,A6,A,6,SBlankBlank,Past,N,-1.3767221055827,-1.16012984866196,0.308830198659599,2.66408476012504e-05,0.00053628026221317,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,B1,B,1,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,B2,B,2,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,Blank,Blank,2,B3,B,3,SBlankBlank,Past,N,-1.2053704956352,-1.16012984866196,0.308830198659599,5.56459957770773e-06,0.000112015389499257,
2,21,1,3,11/29/2021,9:57,12:17,S,Pasteuria,MID,9,B4,B,4,SPasteuriaMID,Past,N,-2.30676387590173,-1.16012984866196,0.308830198659599,0.000141035985350492,0.0028390543851054,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,B5,B,5,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,Uninf,MID,9,B6,B,6,SUninfMID,Past,N,-2.21108427867836,-1.16012984866196,0.308830198659599,0.000129267394892017,0.00260215265917631,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,C1,C,1,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,C2,C,2,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,Pasteuria,STD,9,C3,C,3,SPasteuriaSTD,Past,N,-3.84554002745189,-1.16012984866196,0.308830198659599,0.000330305451991161,0.00664904874858208,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,C4,C,4,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,C5,C,5,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,Pasteuria,MID,6,C6,C,6,SPasteuriaMID,Past,N,-2.56693875200802,-1.16012984866196,0.308830198659599,0.000173037495111565,0.0034832447765958,
2,21,1,3,11/29/2021,9:57,12:17,S,Pasteuria,MID,7,D1,D,1,SPasteuriaMID,Past,N,-2.91063857857149,-1.16012984866196,0.308830198659599,0.000215312573778872,0.00433424211016869,
2,21,1,3,11/29/2021,9:57,12:17,S,Blank,Blank,3,D2,D,2,SBlankBlank,Past,N,-1.34771859144109,-1.16012984866196,0.308830198659599,2.30734153618325e-05,0.000464467851233688,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,D3,D,3,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,NA,NA,NA,D4,D,4,SNANA,Past,N,NA,-1.16012984866196,0.308830198659599,NA,NA,
2,21,1,3,11/29/2021,9:57,12:17,S,Uninf,STD,9,D5,D,5,SUninfSTD,Past,N,-3.46852034278678,-1.16012984866196,0.308830198659599,0.000283932030777352,0.0057155517795481,
2,21,1,3,11/29/2021,9:57,12:17,S,Blank,Blank,4,D6,D,6,SBlankBlank,Past,N,-0.710708201988868,-1.16012984866196,0.308830198659599,-5.52788625407906e-05,-0.00111276350294611,
2,21,2,3,11/29/2021,9:57,12:17,SM,Pasteuria,STD,8,A1,A,1,SMPasteuriaSTD,Past,N,-3.16775226669622,-2.22335033129295,0.389296248232542,0.000116161438054602,0.00233832974803913,
2,21,2,3,11/29/2021,9:57,12:17,SM,Uninf,STD,8,A2,A,2,SMUninfSTD,Past,N,-4.194803276037,-2.22335033129295,0.389296248232542,0.000242488712203518,0.00488129777665683,
2,21,2,3,11/29/2021,9:57,12:17,SM,Pasteuria,MID,10,A3,A,3,SMPasteuriaMID,Past,N,-2.73499530713307,-2.22335033129295,0.389296248232542,6.29323320283352e-05,0.00126682784373039,
2,21,2,3,11/29/2021,9:57,12:17,SM,Pasteuria,STD,10,A4,A,4,SMPasteuriaSTD,Past,N,-4.16964515410779,-2.22335033129295,0.389296248232542,0.000239394263206225,0.00481900651834131,
2,21,2,3,11/29/2021,9:57,12:17,SM,Pasteuria,MID,9,A5,A,5,SMPasteuriaMID,Past,N,-1.95213151786538,-2.22335033129295,0.389296248232542,-3.33599140515916e-05,-0.00067153506985854,
2,21,2,3,11/29/2021,9:57,12:17,SM,Blank,Blank,4,A6,A,6,SMBlankBlank,Past,N,-2.35552254543971,-2.22335033129295,0.389296248232542,1.62571823400511e-05,0.000327257080505229,
2,21,2,3,11/29/2021,9:57,12:17,SM,NA,NA,NA,B1,B,1,SMNANA,Past,N,NA,-2.22335033129295,0.389296248232542,NA,NA,
2,21,2,3,11/29/2021,9:57,12:17,SM,NA,NA,NA,B2,B,2,SMNANA,Past,N,NA,-2.22335033129295,0.389296248232542,NA,NA,
2,21,2,3,11/29/2021,9:57,12:17,SM,Uninf,MID,8,B3,B,3,SMUninfMID,Past,N,-3.44072093297345,-2.22335033129295,0.389296248232542,0.000149736584006702,0.0030141974360549,
2,21,2,3,11/29/2021,9:57,12:17,SM,Blank,Blank,2,B4,B,4,SMBlankBlank,Past,N,-1.87216823182053,-2.22335033129295,0.389296248232542,-4.31953982351082e-05,-0.000869523366472729,
2,21,2,3,11/29/2021,9:57,12:17,SM,NA,NA,NA,B5,B,5,SMNANA,Past,N,NA,-2.22335033129295,0.389296248232542,NA,NA,
2,21,2,3,11/29/2021,9:57,12:17,SM,Uninf,MID,7,B6,B,6,SMUninfMID,Past,N,-2.59628969146588,-2.22335033129295,0.389296248232542,4.58715413012701e-05,0.000923394126394567,
2,21,2,3,11/29/2021,9:57,12:17,SM,Blank,Blank,1,C1,C,1,SMBlankBlank,Past,N,-2.71356098743163,-2.22335033129295,0.389296248232542,6.02959107050573e-05,0.0012137566824928,
2,21,2,3,11/29/2021,9:57,12:17,SM,Pasteuria,STD,7,C2,C,2,SMPasteuriaSTD,Past,N,-4.3174682303514,-2.22335033129295,0.389296248232542,0.000257576501584189,0.00518501497688973,
2,21,2,3,11/29/2021,9:57,12:17,SM,Pasteuria,MID,8,C3,C,3,SMPasteuriaMID,Past,N,-2.94306644961612,-2.22335033129295,0.389296248232542,8.85250825537502e-05,0.00178200991180699,
2,21,2,3,11/29/2021,9:57,12:17,SM,Uninf,MID,9,C4,C,4,SMUninfMID,Past,N,-2.4062666038581,-2.22335033129295,0.389296248232542,2.2498701525514e-05,0.000452898861708596,
2,21,2,3,11/29/2021,9:57,12:17,SM,Uninf,MID,6,C5,C,5,SMUninfMID,Past,N,-4.78765473052228,-2.22335033129295,0.389296248232542,0.000315409441105208,0.00634919204944784,
2,21,2,3,11/29/2021,9:57,12:17,SM,Uninf,STD,9,C6,C,6,SMUninfSTD,Past,N,-2.93805316516921,-2.22335033129295,0.389296248232542,8.79084485667804e-05,0.00176959706964929,
2,21,2,3,11/29/2021,9:57,12:17,SM,Uninf,MID,10,D1,D,1,SMUninfMID,Past,N,-3.47845133986988,-2.22335033129295,0.389296248232542,0.000154377424054963,0.00310761754622641,
2,21,2,3,11/29/2021,9:57,12:17,SM,Pasteuria,STD,9,D2,D,2,SMPasteuriaSTD,Past,N,-2.48637318180418,-2.22335033129295,0.389296248232542,3.23518106128816e-05,0.000651241947637306,
2,21,2,3,11/29/2021,9:57,12:17,SM,Uninf,STD,7,D3,D,3,SMUninfSTD,Past,N,-2.5258707945398,-2.22335033129295,0.389296248232542,3.72100169793631e-05,0.000749037641794578,
2,21,2,3,11/29/2021,9:57,12:17,SM,Pasteuria,MID,7,D4,D,4,SMPasteuriaMID,Past,N,-3.84599478111598,-2.22335033129295,0.389296248232542,0.000199585267328232,0.00401765143131731,
2,21,2,3,11/29/2021,9:57,12:17,SM,NA,NA,NA,D5,D,5,SMNANA,Past,N,NA,-2.22335033129295,0.389296248232542,NA,NA,
2,21,2,3,11/29/2021,9:57,12:17,SM,Blank,Blank,3,D6,D,6,SMBlankBlank,Past,N,-1.95214956047994,-2.22335033129295,0.389296248232542,-3.33576948100001e-05,-0.000671490396525302,
2,21,3,3,11/29/2021,13:04,15:36,M,Blank,Blank,4,A1,A,1,MBlankBlank,Past,N,-1.47987325004466,-1.25923826076995,0.235847725605168,2.71381036807889e-05,0.00054629002709428,
2,21,3,3,11/29/2021,13:04,15:36,M,NA,NA,NA,A2,A,2,MNANA,Past,N,NA,-1.25923826076995,0.235847725605168,NA,NA,
2,21,3,3,11/29/2021,13:04,15:36,M,Pasteuria,MID,8,A3,A,3,MPasteuriaMID,Past,N,-1.30676434790184,-1.25923826076995,0.235847725605168,5.84570871722196e-06,0.000117674116477678,
2,21,3,3,11/29/2021,13:04,15:36,M,NA,NA,NA,A4,A,4,MNANA,Past,N,NA,-1.25923826076995,0.235847725605168,NA,NA,
2,21,3,3,11/29/2021,13:04,15:36,M,Blank,Blank,3,A5,A,5,MBlankBlank,Past,N,-1.06477753065288,-1.25923826076995,0.235847725605168,-2.39186698043994e-05,-0.000481482823162559,
2,21,3,3,11/29/2021,13:04,15:36,M,NA,NA,NA,A6,A,6,MNANA,Past,N,NA,-1.25923826076995,0.235847725605168,NA,NA,
2,21,3,3,11/29/2021,13:04,15:36,M,Pasteuria,MID,10,B1,B,1,MPasteuriaMID,Past,N,-1.00259106750132,-1.25923826076995,0.235847725605168,-3.15676047720413e-05,-0.000635455884061192,survived respiration and feeding rate trials, but died day after feeding rate 
2,21,3,3,11/29/2021,13:04,15:36,M,Uninf,STD,8,B2,B,2,MUninfSTD,Past,N,-2.38321870339547,-1.25923826076995,0.235847725605168,0.000138249594442939,0.00278296433613637,
2,21,3,3,11/29/2021,13:04,15:36,M,Blank,Blank,2,B3,B,3,MBlankBlank,Past,N,-1.446195037682,-1.25923826076995,0.235847725605168,2.29956835601819e-05,0.000462903110066461,
2,21,3,3,11/29/2021,13:04,15:36,M,Pasteuria,STD,8,B4,B,4,MPasteuriaSTD,Past,N,-1.88179488515357,-1.25923826076995,0.235847725605168,7.65744647991855e-05,0.0015414439764076,
2,21,3,3,11/29/2021,13:04,15:36,M,NA,NA,NA,B5,B,5,MNANA,Past,N,NA,-1.25923826076995,0.235847725605168,NA,NA,
2,21,3,3,11/29/2021,13:04,15:36,M,Uninf,MID,10,B6,B,6,MUninfMID,Past,N,-1.40318914846531,-1.25923826076995,0.235847725605168,1.77059591865294e-05,0.000356420958424837,
2,21,3,3,11/29/2021,13:04,15:36,M,Pasteuria,STD,10,C1,C,1,MPasteuriaSTD,Past,N,-0.734965939902561,-1.25923826076995,0.235847725605168,-6.44854954666888e-05,-0.00129809302374445,
2,21,3,3,11/29/2021,13:04,15:36,M,Pasteuria,MID,7,C2,C,2,MPasteuriaMID,Past,N,-1.35848410151042,-1.25923826076995,0.235847725605168,1.22072384110781e-05,0.000245731709215003,
2,21,3,3,11/29/2021,13:04,15:36,M,NA,NA,NA,C3,C,3,MNANA,Past,N,NA,-1.25923826076995,0.235847725605168,NA,NA,
2,21,3,3,11/29/2021,13:04,15:36,M,Uninf,MID,9,C4,C,4,MUninfMID,Past,N,-1.6226441612061,-1.25923826076995,0.235847725605168,4.46989257536468e-05,0.000899789375420909,
2,21,3,3,11/29/2021,13:04,15:36,M,Pasteuria,STD,9,C5,C,5,MPasteuriaSTD,Past,N,-1.33113737987095,-1.25923826076995,0.235847725605168,8.84359164942342e-06,0.000178021499902893,survived respiration and feeding rate trials, but died day after feeding rate 
2,21,3,3,11/29/2021,13:04,15:36,M,Uninf,STD,10,C6,C,6,MUninfSTD,Past,Y,-1.19038018326773,-1.25923826076995,0.235847725605168,-8.4695435327728e-06,-0.000170491911314716,still alive, not moving much before respiration, died day after respiration (overnight?)
2,21,3,3,11/29/2021,13:04,15:36,M,Uninf,MID,7,D1,D,1,MUninfMID,Past,N,-1.13927391296032,-1.25923826076995,0.235847725605168,-1.4755614780584e-05,-0.000297030525533156,
2,21,3,3,11/29/2021,13:04,15:36,M,NA,NA,NA,D2,D,2,MNANA,Past,N,NA,-1.25923826076995,0.235847725605168,NA,NA,
2,21,3,3,11/29/2021,13:04,15:36,M,Uninf,STD,9,D3,D,3,MUninfSTD,Past,N,-1.72893508138104,-1.25923826076995,0.235847725605168,5.77727089351641e-05,0.00116296463086485,
2,21,3,3,11/29/2021,13:04,15:36,M,NA,NA,NA,D4,D,4,MNANA,Past,N,NA,-1.25923826076995,0.235847725605168,NA,NA,
2,21,3,3,11/29/2021,13:04,15:36,M,Blank,Blank,1,D5,D,5,MBlankBlank,Past,N,-1.04610722470026,-1.25923826076995,0.235847725605168,-2.62151174365713e-05,-0.000527710313998181,
2,21,3,3,11/29/2021,13:04,15:36,M,NA,NA,NA,D6,D,6,MNANA,Past,N,NA,-1.25923826076995,0.235847725605168,NA,NA,
2,21,4,3,11/29/2021,13:04,15:36,M+,Blank,Blank,4,A1,A,1,M+BlankBlank,Past,N,-1.05820071438982,-1.41930994145183,0.481557955628154,-4.44164349286273e-05,-0.000894102835113268,
2,21,4,3,11/29/2021,13:04,15:36,M+,NA,NA,NA,A2,A,2,M+NANA,Past,N,NA,-1.41930994145183,0.481557955628154,NA,NA,
2,21,4,3,11/29/2021,13:04,15:36,M+,Uninf,MID,10,A3,A,3,M+UninfMID,Past,N,-1.62025357337937,-1.41930994145183,0.481557955628154,2.47160667270872e-05,0.000497534423216265,
2,21,4,3,11/29/2021,13:04,15:36,M+,Blank,Blank,1,A4,A,4,M+BlankBlank,Past,N,-2.10557874438236,-1.41930994145183,0.481557955628154,8.44110627604556e-05,0.00169919469336797,
2,21,4,3,11/29/2021,13:04,15:36,M+,Pasteuria,MID,10,A5,A,5,M+PasteuriaMID,Past,N,-2.64904403181786,-1.41930994145183,0.481557955628154,0.000151257293115022,0.0030448093104054,
2,21,4,3,11/29/2021,13:04,15:36,M+,Uninf,STD,9,A6,A,6,M+UninfSTD,Past,N,-1.7330109036698,-1.41930994145183,0.481557955628154,3.8585218352811e-05,0.000776720445442085,
2,21,4,3,11/29/2021,13:04,15:36,M+,NA,NA,NA,B1,B,1,M+NANA,Past,N,NA,-1.41930994145183,0.481557955628154,NA,NA,
2,21,4,3,11/29/2021,13:04,15:36,M+,Uninf,MID,6,B2,B,2,M+UninfMID,Past,N,-1.20609918209883,-1.41930994145183,0.481557955628154,-2.62249234004186e-05,-0.000527907708050426,
2,21,4,3,11/29/2021,13:04,15:36,M+,Uninf,STD,6,B3,B,3,M+UninfSTD,Past,N,-0.946092639254069,-1.41930994145183,0.481557955628154,-5.82057281703245e-05,-0.00117168130806863,
2,21,4,3,11/29/2021,13:04,15:36,M+,NA,NA,NA,B4,B,4,M+NANA,Past,N,NA,-1.41930994145183,0.481557955628154,NA,NA,
2,21,4,3,11/29/2021,13:04,15:36,M+,NA,NA,NA,B5,B,5,M+NANA,Past,N,NA,-1.41930994145183,0.481557955628154,NA,NA,
2,21,4,3,11/29/2021,13:04,15:36,M+,Pasteuria,MID,8,B6,B,6,M+PasteuriaMID,Past,N,-1.26109165823866,-1.41930994145183,0.481557955628154,-1.946084883522e-05,-0.00039174688705298,
2,21,4,3,11/29/2021,13:04,15:36,M+,Pasteuria,STD,7,C1,C,1,M+PasteuriaSTD,Past,N,-3.05065651651022,-1.41930994145183,0.481557955628154,0.000200655628732182,0.00403919780637883,
2,21,4,3,11/29/2021,13:04,15:36,M+,NA,NA,NA,C2,C,2,M+NANA,Past,N,NA,-1.41930994145183,0.481557955628154,NA,NA,
2,21,4,3,11/29/2021,13:04,15:36,M+,NA,NA,NA,C3,C,3,M+NANA,Past,N,NA,-1.41930994145183,0.481557955628154,NA,NA,
2,21,4,3,11/29/2021,13:04,15:36,M+,Uninf,MID,9,C4,C,4,M+UninfMID,Past,N,-2.14648343524202,-1.41930994145183,0.481557955628154,8.94423397361938e-05,0.00180047429888958,
2,21,4,3,11/29/2021,13:04,15:36,M+,Uninf,STD,8,C5,C,5,M+UninfSTD,Past,N,-2.06873803941591,-1.41930994145183,0.481557955628154,7.98796560495818e-05,0.00160797747627808,
2,21,4,3,11/29/2021,13:04,15:36,M+,Blank,Blank,3,C6,C,6,M+BlankBlank,Past,N,-1.40071813088334,-1.41930994145183,0.481557955628154,-2.28679269992415e-06,-4.60331370494731e-05,
2,21,4,3,11/29/2021,13:04,15:36,M+,Uninf,MID,8,D1,D,1,M+UninfMID,Past,N,-1.03082345376408,-1.41930994145183,0.481557955628154,-4.77838379855934e-05,-0.000961888658649994,
2,21,4,3,11/29/2021,13:04,15:36,M+,Blank,Blank,2,D2,D,2,M+BlankBlank,Past,N,-1.1127421761518,-1.41930994145183,0.481557955628154,-3.77078351319041e-05,-0.00075905872120523,
2,21,4,3,11/29/2021,13:04,15:36,M+,NA,NA,NA,D3,D,3,M+NANA,Past,N,NA,-1.41930994145183,0.481557955628154,NA,NA,
2,21,4,3,11/29/2021,13:04,15:36,M+,NA,NA,NA,D4,D,4,M+NANA,Past,N,NA,-1.41930994145183,0.481557955628154,NA,NA,
2,21,4,3,11/29/2021,13:04,15:36,M+,Pasteuria,MID,9,D5,D,5,M+PasteuriaMID,Past,N,-2.42552887955949,-1.41930994145183,0.481557955628154,0.000123764929387243,0.0024913880285652,
